arm,dataset,path_level_score,score_column,recorded_at_utc,horizon,yearly_score,stock_weight,bond_weight,t_bill_weight,block_length,num_simulations,seed,max_horizon,projected_continuation_horizon,portfolio_chunk_size,candidate_radius,projection_steps,optimization_objective,quantile_interpolation,horizon_1_anchor,worst_tail_fraction,selection_scale,projected_continuation,path_distance_lambda,path_direction_lambda,path_direction_term,path_direction
glide_path,from_1927,-0.00431429409921974,worst_4pct_mean,2026-07-03T23:05:24.526205+00:00,11,-0.015657641978674437,0.38,0.4,0.22,10,20000,20260616,50,54,500,0.5,4,mean of worst 4% annualized outcomes,lower,exact empirical one-year objective across observed years,0.04,per-horizon z-score of projected_worst_4pct_mean with penalties at horizon H,"candidate H step is extended N same-distance same-direction steps, projected to simplex and snapped to grid",0.0,0.0,added as lambda * cosine_similarity with most recent nonzero step,horizon H portfolio is the first year of an H-year path
glide_path,from_1927,-0.00431429409921974,worst_4pct_mean,2026-07-03T23:05:24.526205+00:00,12,-0.01430904634603367,0.38,0.36,0.26,10,20000,20260616,50,54,500,0.5,4,mean of worst 4% annualized outcomes,lower,exact empirical one-year objective across observed years,0.04,per-horizon z-score of projected_worst_4pct_mean with penalties at horizon H,"candidate H step is extended N same-distance same-direction steps, projected to simplex and snapped to grid",0.0,0.0,added as lambda * cosine_similarity with most recent nonzero step,horizon H portfolio is the first year of an H-year path
glide_path,from_1927,-0.00431429409921974,worst_4pct_mean,2026-07-03T23:05:24.526205+00:00,13,-0.0124934942154276,0.4,0.32,0.28,10,20000,20260616,50,54,500,0.5,4,mean of worst 4% annualized outcomes,lower,exact empirical one-year objective across observed years,0.04,per-horizon z-score of projected_worst_4pct_mean with penalties at horizon H,"candidate H step is extended N same-distance same-direction steps, projected to simplex and snapped to grid",0.0,0.0,added as lambda * cosine_similarity with most recent nonzero step,horizon H portfolio is the first year of an H-year path
glide_path,from_1927,-0.00431429409921974,worst_4pct_mean,2026-07-03T23:05:24.526205+00:00,14,-0.010841480201361671,0.48,0.42,0.1,10,20000,20260616,50,54,500,0.5,4,mean of worst 4% annualized outcomes,lower,exact empirical one-year objective across observed years,0.04,per-horizon z-score of projected_worst_4pct_mean with penalties at horizon H,"candidate H step is extended N same-distance same-direction steps, projected to simplex and snapped to grid",0.0,0.0,added as lambda * cosine_similarity with most recent nonzero step,horizon H portfolio is the first year of an H-year path
glide_path,from_1927,-0.00431429409921974,worst_4pct_mean,2026-07-03T23:05:24.526205+00:00,15,-0.008984096942757728,0.5,0.48,0.02,10,20000,20260616,50,54,500,0.5,4,mean of worst 4% annualized outcomes,lower,exact empirical one-year objective across observed years,0.04,per-horizon z-score of projected_worst_4pct_mean with penalties at horizon H,"candidate H step is extended N same-distance same-direction steps, projected to simplex and snapped to grid",0.0,0.0,added as lambda * cosine_similarity with most recent nonzero step,horizon H portfolio is the first year of an H-year path
glide_path,from_1927,-0.00431429409921974,worst_4pct_mean,2026-07-03T23:05:24.526205+00:00,16,-0.007127416263293059,0.5,0.5,0.0,10,20000,20260616,50,54,500,0.5,4,mean of worst 4% annualized outcomes,lower,exact empirical one-year objective across observed years,0.04,per-horizon z-score of projected_worst_4pct_mean with penalties at horizon H,"candidate H step is extended N same-distance same-direction steps, projected to simplex and snapped to grid",0.0,0.0,added as lambda * cosine_similarity with most recent nonzero step,horizon H portfolio is the first year of an H-year path
glide_path,from_1927,-0.00431429409921974,worst_4pct_mean,2026-07-03T23:05:24.526205+00:00,17,-0.005240779001503544,0.5,0.48,0.02,10,20000,20260616,50,54,500,0.5,4,mean of worst 4% annualized outcomes,lower,exact empirical one-year objective across observed years,0.04,per-horizon z-score of projected_worst_4pct_mean with penalties at horizon H,"candidate H step is extended N same-distance same-direction steps, projected to simplex and snapped to grid",0.0,0.0,added as lambda * cosine_similarity with most recent nonzero step,horizon H portfolio is the first year of an H-year path
glide_path,from_1927,-0.00431429409921974,worst_4pct_mean,2026-07-03T23:05:24.526205+00:00,18,-0.0033612464963998934,0.5,0.5,0.0,10,20000,20260616,50,54,500,0.5,4,mean of worst 4% annualized outcomes,lower,exact empirical one-year objective across observed years,0.04,per-horizon z-score of projected_worst_4pct_mean with penalties at horizon H,"candidate H step is extended N same-distance same-direction steps, projected to simplex and snapped to grid",0.0,0.0,added as lambda * cosine_similarity with most recent nonzero step,horizon H portfolio is the first year of an H-year path
glide_path,from_1927,-0.00431429409921974,worst_4pct_mean,2026-07-03T23:05:24.526205+00:00,19,-0.0020511003596427853,0.5,0.48,0.02,10,20000,20260616,50,54,500,0.5,4,mean of worst 4% annualized outcomes,lower,exact empirical one-year objective across observed years,0.04,per-horizon z-score of projected_worst_4pct_mean with penalties at horizon H,"candidate H step is extended N same-distance same-direction steps, projected to simplex and snapped to grid",0.0,0.0,added as lambda * cosine_similarity with most recent nonzero step,horizon H portfolio is the first year of an H-year path
glide_path,from_1927,-0.00431429409921974,worst_4pct_mean,2026-07-03T23:05:24.526205+00:00,20,-0.0008187070523532256,0.5,0.46,0.04,10,20000,20260616,50,54,500,0.5,4,mean of worst 4% annualized outcomes,lower,exact empirical one-year objective across observed years,0.04,per-horizon z-score of projected_worst_4pct_mean with penalties at horizon H,"candidate H step is extended N same-distance same-direction steps, projected to simplex and snapped to grid",0.0,0.0,added as lambda * cosine_similarity with most recent nonzero step,horizon H portfolio is the first year of an H-year path
glide_path,from_1927,-0.00431429409921974,worst_4pct_mean,2026-07-03T23:05:24.526205+00:00,21,0.0004408162330670526,0.5,0.48,0.02,10,20000,20260616,50,54,500,0.5,4,mean of worst 4% annualized outcomes,lower,exact empirical one-year objective across observed years,0.04,per-horizon z-score of projected_worst_4pct_mean with penalties at horizon H,"candidate H step is extended N same-distance same-direction steps, projected to simplex and snapped to grid",0.0,0.0,added as lambda * cosine_similarity with most recent nonzero step,horizon H portfolio is the first year of an H-year path
glide_path,from_1927,-0.00431429409921974,worst_4pct_mean,2026-07-03T23:05:24.526205+00:00,22,0.0015107387386898527,0.5,0.48,0.02,10,20000,20260616,50,54,500,0.5,4,mean of worst 4% annualized outcomes,lower,exact empirical one-year objective across observed years,0.04,per-horizon z-score of projected_worst_4pct_mean with penalties at horizon H,"candidate H step is extended N same-distance same-direction steps, projected to simplex and snapped to grid",0.0,0.0,added as lambda * cosine_similarity with most recent nonzero step,horizon H portfolio is the first year of an H-year path
glide_path,from_1927,-0.00431429409921974,worst_4pct_mean,2026-07-03T23:05:24.526205+00:00,23,0.002714880066346319,0.5,0.48,0.02,10,20000,20260616,50,54,500,0.5,4,mean of worst 4% annualized outcomes,lower,exact empirical one-year objective across observed years,0.04,per-horizon z-score of projected_worst_4pct_mean with penalties at horizon H,"candidate H step is extended N same-distance same-direction steps, projected to simplex and snapped to grid",0.0,0.0,added as lambda * cosine_similarity with most recent nonzero step,horizon H portfolio is the first year of an H-year path
glide_path,from_1927,-0.00431429409921974,worst_4pct_mean,2026-07-03T23:05:24.526205+00:00,24,0.0040053657112427594,0.5,0.48,0.02,10,20000,20260616,50,54,500,0.5,4,mean of worst 4% annualized outcomes,lower,exact empirical one-year objective across observed years,0.04,per-horizon z-score of projected_worst_4pct_mean with penalties at horizon H,"candidate H step is extended N same-distance same-direction steps, projected to simplex and snapped to grid",0.0,0.0,added as lambda * cosine_similarity with most recent nonzero step,horizon H portfolio is the first year of an H-year path
glide_path,from_1927,-0.00431429409921974,worst_4pct_mean,2026-07-03T23:05:24.526205+00:00,25,0.005026978526347065,0.52,0.48,0.0,10,20000,20260616,50,54,500,0.5,4,mean of worst 4% annualized outcomes,lower,exact empirical one-year objective across observed years,0.04,per-horizon z-score of projected_worst_4pct_mean with penalties at horizon H,"candidate H step is extended N same-distance same-direction steps, projected to simplex and snapped to grid",0.0,0.0,added as lambda * cosine_similarity with most recent nonzero step,horizon H portfolio is the first year of an H-year path
glide_path,from_1927,-0.00431429409921974,worst_4pct_mean,2026-07-03T23:05:24.526205+00:00,26,0.005907285788718889,0.52,0.48,0.0,10,20000,20260616,50,54,500,0.5,4,mean of worst 4% annualized outcomes,lower,exact empirical one-year objective across observed years,0.04,per-horizon z-score of projected_worst_4pct_mean with penalties at horizon H,"candidate H step is extended N same-distance same-direction steps, projected to simplex and snapped to grid",0.0,0.0,added as lambda * cosine_similarity with most recent nonzero step,horizon H portfolio is the first year of an H-year path
glide_path,from_1927,-0.00431429409921974,worst_4pct_mean,2026-07-03T23:05:24.526205+00:00,27,0.006725849431823461,0.52,0.48,0.0,10,20000,20260616,50,54,500,0.5,4,mean of worst 4% annualized outcomes,lower,exact empirical one-year objective across observed years,0.04,per-horizon z-score of projected_worst_4pct_mean with penalties at horizon H,"candidate H step is extended N same-distance same-direction steps, projected to simplex and snapped to grid",0.0,0.0,added as lambda * cosine_similarity with most recent nonzero step,horizon H portfolio is the first year of an H-year path
glide_path,from_1927,-0.00431429409921974,worst_4pct_mean,2026-07-03T23:05:24.526205+00:00,28,0.007626517477171072,0.52,0.48,0.0,10,20000,20260616,50,54,500,0.5,4,mean of worst 4% annualized outcomes,lower,exact empirical one-year objective across observed years,0.04,per-horizon z-score of projected_worst_4pct_mean with penalties at horizon H,"candidate H step is extended N same-distance same-direction steps, projected to simplex and snapped to grid",0.0,0.0,added as lambda * cosine_similarity with most recent nonzero step,horizon H portfolio is the first year of an H-year path
glide_path,from_1927,-0.00431429409921974,worst_4pct_mean,2026-07-03T23:05:24.526205+00:00,29,0.00830103187011375,0.52,0.48,0.0,10,20000,20260616,50,54,500,0.5,4,mean of worst 4% annualized outcomes,lower,exact empirical one-year objective across observed years,0.04,per-horizon z-score of projected_worst_4pct_mean with penalties at horizon H,"candidate H step is extended N same-distance same-direction steps, projected to simplex and snapped to grid",0.0,0.0,added as lambda * cosine_similarity with most recent nonzero step,horizon H portfolio is the first year of an H-year path
glide_path,from_1927,-0.00431429409921974,worst_4pct_mean,2026-07-03T23:05:24.526205+00:00,30,0.008988641559151696,0.54,0.46,0.0,10,20000,20260616,50,54,500,0.5,4,mean of worst 4% annualized outcomes,lower,exact empirical one-year objective across observed years,0.04,per-horizon z-score of projected_worst_4pct_mean with penalties at horizon H,"candidate H step is extended N same-distance same-direction steps, projected to simplex and snapped to grid",0.0,0.0,added as lambda * cosine_similarity with most recent nonzero step,horizon H portfolio is the first year of an H-year path
glide_path,from_1927,-0.00431429409921974,worst_4pct_mean,2026-07-03T23:05:24.526205+00:00,31,0.009730276321103007,0.54,0.46,0.0,10,20000,20260616,50,54,500,0.5,4,mean of worst 4% annualized outcomes,lower,exact empirical one-year objective across observed years,0.04,per-horizon z-score of projected_worst_4pct_mean with penalties at horizon H,"candidate H step is extended N same-distance same-direction steps, projected to simplex and snapped to grid",0.0,0.0,added as lambda * cosine_similarity with most recent nonzero step,horizon H portfolio is the first year of an H-year path
glide_path,from_1927,-0.00431429409921974,worst_4pct_mean,2026-07-03T23:05:24.526205+00:00,32,0.010474472135451815,0.54,0.46,0.0,10,20000,20260616,50,54,500,0.5,4,mean of worst 4% annualized outcomes,lower,exact empirical one-year objective across observed years,0.04,per-horizon z-score of projected_worst_4pct_mean with penalties at horizon H,"candidate H step is extended N same-distance same-direction steps, projected to simplex and snapped to grid",0.0,0.0,added as lambda * cosine_similarity with most recent nonzero step,horizon H portfolio is the first year of an H-year path
glide_path,from_1927,-0.00431429409921974,worst_4pct_mean,2026-07-03T23:05:24.526205+00:00,33,0.011122364868530545,0.56,0.44,0.0,10,20000,20260616,50,54,500,0.5,4,mean of worst 4% annualized outcomes,lower,exact empirical one-year objective across observed years,0.04,per-horizon z-score of projected_worst_4pct_mean with penalties at horizon H,"candidate H step is extended N same-distance same-direction steps, projected to simplex and snapped to grid",0.0,0.0,added as lambda * cosine_similarity with most recent nonzero step,horizon H portfolio is the first year of an H-year path
glide_path,from_1927,-0.00431429409921974,worst_4pct_mean,2026-07-03T23:05:24.526205+00:00,34,0.011772306377733936,0.56,0.44,0.0,10,20000,20260616,50,54,500,0.5,4,mean of worst 4% annualized outcomes,lower,exact empirical one-year objective across observed years,0.04,per-horizon z-score of projected_worst_4pct_mean with penalties at horizon H,"candidate H step is extended N same-distance same-direction steps, projected to simplex and snapped to grid",0.0,0.0,added as lambda * cosine_similarity with most recent nonzero step,horizon H portfolio is the first year of an H-year path
glide_path,from_1927,-0.00431429409921974,worst_4pct_mean,2026-07-03T23:05:24.526205+00:00,35,0.01249700851985474,0.56,0.44,0.0,10,20000,20260616,50,54,500,0.5,4,mean of worst 4% annualized outcomes,lower,exact empirical one-year objective across observed years,0.04,per-horizon z-score of projected_worst_4pct_mean with penalties at horizon H,"candidate H step is extended N same-distance same-direction steps, projected to simplex and snapped to grid",0.0,0.0,added as lambda * cosine_similarity with most recent nonzero step,horizon H portfolio is the first year of an H-year path
glide_path,from_1927,-0.00431429409921974,worst_4pct_mean,2026-07-03T23:05:24.526205+00:00,36,0.013055593365651142,0.56,0.44,0.0,10,20000,20260616,50,54,500,0.5,4,mean of worst 4% annualized outcomes,lower,exact empirical one-year objective across observed years,0.04,per-horizon z-score of projected_worst_4pct_mean with penalties at horizon H,"candidate H step is extended N same-distance same-direction steps, projected to simplex and snapped to grid",0.0,0.0,added as lambda * cosine_similarity with most recent nonzero step,horizon H portfolio is the first year of an H-year path
glide_path,from_1927,-0.00431429409921974,worst_4pct_mean,2026-07-03T23:05:24.526205+00:00,37,0.013748877668607535,0.56,0.44,0.0,10,20000,20260616,50,54,500,0.5,4,mean of worst 4% annualized outcomes,lower,exact empirical one-year objective across observed years,0.04,per-horizon z-score of projected_worst_4pct_mean with penalties at horizon H,"candidate H step is extended N same-distance same-direction steps, projected to simplex and snapped to grid",0.0,0.0,added as lambda * cosine_similarity with most recent nonzero step,horizon H portfolio is the first year of an H-year path
glide_path,from_1927,-0.00431429409921974,worst_4pct_mean,2026-07-03T23:05:24.526205+00:00,38,0.01429538537474997,0.56,0.44,0.0,10,20000,20260616,50,54,500,0.5,4,mean of worst 4% annualized outcomes,lower,exact empirical one-year objective across observed years,0.04,per-horizon z-score of projected_worst_4pct_mean with penalties at horizon H,"candidate H step is extended N same-distance same-direction steps, projected to simplex and snapped to grid",0.0,0.0,added as lambda * cosine_similarity with most recent nonzero step,horizon H portfolio is the first year of an H-year path
glide_path,from_1927,-0.00431429409921974,worst_4pct_mean,2026-07-03T23:05:24.526205+00:00,39,0.014669481512597792,0.56,0.44,0.0,10,20000,20260616,50,54,500,0.5,4,mean of worst 4% annualized outcomes,lower,exact empirical one-year objective across observed years,0.04,per-horizon z-score of projected_worst_4pct_mean with penalties at horizon H,"candidate H step is extended N same-distance same-direction steps, projected to simplex and snapped to grid",0.0,0.0,added as lambda * cosine_similarity with most recent nonzero step,horizon H portfolio is the first year of an H-year path
glide_path,from_1927,-0.00431429409921974,worst_4pct_mean,2026-07-03T23:05:24.526205+00:00,40,0.015118558451601573,0.56,0.44,0.0,10,20000,20260616,50,54,500,0.5,4,mean of worst 4% annualized outcomes,lower,exact empirical one-year objective across observed years,0.04,per-horizon z-score of projected_worst_4pct_mean with penalties at horizon H,"candidate H step is extended N same-distance same-direction steps, projected to simplex and snapped to grid",0.0,0.0,added as lambda * cosine_similarity with most recent nonzero step,horizon H portfolio is the first year of an H-year path
glide_path,from_1927,-0.00431429409921974,worst_4pct_mean,2026-07-03T23:05:24.526205+00:00,41,0.01563059785106922,0.58,0.42,0.0,10,20000,20260616,50,54,500,0.5,4,mean of worst 4% annualized outcomes,lower,exact empirical one-year objective across observed years,0.04,per-horizon z-score of projected_worst_4pct_mean with penalties at horizon H,"candidate H step is extended N same-distance same-direction steps, projected to simplex and snapped to grid",0.0,0.0,added as lambda * cosine_similarity with most recent nonzero step,horizon H portfolio is the first year of an H-year path
glide_path,from_1927,-0.00431429409921974,worst_4pct_mean,2026-07-03T23:05:24.526205+00:00,42,0.01617935971322417,0.58,0.42,0.0,10,20000,20260616,50,54,500,0.5,4,mean of worst 4% annualized outcomes,lower,exact empirical one-year objective across observed years,0.04,per-horizon z-score of projected_worst_4pct_mean with penalties at horizon H,"candidate H step is extended N same-distance same-direction steps, projected to simplex and snapped to grid",0.0,0.0,added as lambda * cosine_similarity with most recent nonzero step,horizon H portfolio is the first year of an H-year path
glide_path,from_1927,-0.00431429409921974,worst_4pct_mean,2026-07-03T23:05:24.526205+00:00,43,0.016721979671748276,0.58,0.42,0.0,10,20000,20260616,50,54,500,0.5,4,mean of worst 4% annualized outcomes,lower,exact empirical one-year objective across observed years,0.04,per-horizon z-score of projected_worst_4pct_mean with penalties at horizon H,"candidate H step is extended N same-distance same-direction steps, projected to simplex and snapped to grid",0.0,0.0,added as lambda * cosine_similarity with most recent nonzero step,horizon H portfolio is the first year of an H-year path
glide_path,from_1927,-0.00431429409921974,worst_4pct_mean,2026-07-03T23:05:24.526205+00:00,44,0.017204006896071378,0.6,0.4,0.0,10,20000,20260616,50,54,500,0.5,4,mean of worst 4% annualized outcomes,lower,exact empirical one-year objective across observed years,0.04,per-horizon z-score of projected_worst_4pct_mean with penalties at horizon H,"candidate H step is extended N same-distance same-direction steps, projected to simplex and snapped to grid",0.0,0.0,added as lambda * cosine_similarity with most recent nonzero step,horizon H portfolio is the first year of an H-year path
glide_path,from_1927,-0.00431429409921974,worst_4pct_mean,2026-07-03T23:05:24.526205+00:00,45,0.01767345078853195,0.6,0.4,0.0,10,20000,20260616,50,54,500,0.5,4,mean of worst 4% annualized outcomes,lower,exact empirical one-year objective across observed years,0.04,per-horizon z-score of projected_worst_4pct_mean with penalties at horizon H,"candidate H step is extended N same-distance same-direction steps, projected to simplex and snapped to grid",0.0,0.0,added as lambda * cosine_similarity with most recent nonzero step,horizon H portfolio is the first year of an H-year path
glide_path,from_1927,-0.00431429409921974,worst_4pct_mean,2026-07-03T23:05:24.526205+00:00,46,0.018089091599017174,0.6,0.4,0.0,10,20000,20260616,50,54,500,0.5,4,mean of worst 4% annualized outcomes,lower,exact empirical one-year objective across observed years,0.04,per-horizon z-score of projected_worst_4pct_mean with penalties at horizon H,"candidate H step is extended N same-distance same-direction steps, projected to simplex and snapped to grid",0.0,0.0,added as lambda * cosine_similarity with most recent nonzero step,horizon H portfolio is the first year of an H-year path
glide_path,from_1927,-0.00431429409921974,worst_4pct_mean,2026-07-03T23:05:24.526205+00:00,47,0.01854253251402578,0.6,0.4,0.0,10,20000,20260616,50,54,500,0.5,4,mean of worst 4% annualized outcomes,lower,exact empirical one-year objective across observed years,0.04,per-horizon z-score of projected_worst_4pct_mean with penalties at horizon H,"candidate H step is extended N same-distance same-direction steps, projected to simplex and snapped to grid",0.0,0.0,added as lambda * cosine_similarity with most recent nonzero step,horizon H portfolio is the first year of an H-year path
glide_path,from_1927,-0.00431429409921974,worst_4pct_mean,2026-07-03T23:05:24.526205+00:00,48,0.018987809685992087,0.6,0.4,0.0,10,20000,20260616,50,54,500,0.5,4,mean of worst 4% annualized outcomes,lower,exact empirical one-year objective across observed years,0.04,per-horizon z-score of projected_worst_4pct_mean with penalties at horizon H,"candidate H step is extended N same-distance same-direction steps, projected to simplex and snapped to grid",0.0,0.0,added as lambda * cosine_similarity with most recent nonzero step,horizon H portfolio is the first year of an H-year path
glide_path,from_1927,-0.00431429409921974,worst_4pct_mean,2026-07-03T23:05:24.526205+00:00,49,0.01946492645969526,0.62,0.38,0.0,10,20000,20260616,50,54,500,0.5,4,mean of worst 4% annualized outcomes,lower,exact empirical one-year objective across observed years,0.04,per-horizon z-score of projected_worst_4pct_mean with penalties at horizon H,"candidate H step is extended N same-distance same-direction steps, projected to simplex and snapped to grid",0.0,0.0,added as lambda * cosine_similarity with most recent nonzero step,horizon H portfolio is the first year of an H-year path
glide_path,from_1927,-0.00431429409921974,worst_4pct_mean,2026-07-03T23:05:24.526205+00:00,50,0.0198148655782508,0.62,0.38,0.0,10,20000,20260616,50,54,500,0.5,4,mean of worst 4% annualized outcomes,lower,exact empirical one-year objective across observed years,0.04,per-horizon z-score of projected_worst_4pct_mean with penalties at horizon H,"candidate H step is extended N same-distance same-direction steps, projected to simplex and snapped to grid",0.0,0.0,added as lambda * cosine_similarity with most recent nonzero step,horizon H portfolio is the first year of an H-year path
